Institution,Query,Link 1,Link 2,Link 3
Wesleyan University,Wesleyan University SNU frat,https://wesleyanargus.com/2023/12/04/wesleyans-women-and-fraternities/,https://wesleyanargus.com/2023/12/04/wesleyans-women-and-fraternities/,https://wesleyanargus.com/2023/12/04/wesleyans-women-and-fraternities/
University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill SNU frat,https://heellife.unc.edu/organization/sigma-nu-fraternity,https://heellife.unc.edu/organization/sigma-nu-fraternity,https://heellife.unc.edu/organization/sigma-nu-fraternity
Central College,Central College SNU frat,https://central.edu/campus-life/get-involved/theta-kappa-alpha-fraternity/,https://central.edu/campus-life/get-involved/theta-kappa-alpha-fraternity/,https://central.edu/campus-life/get-involved/theta-kappa-alpha-fraternity/
University of South Dakota,University of South Dakota SNU frat,https://www.usd.edu/Student-Life/Activities-and-Involvement/Sorority-and-Fraternity-Life,https://www.usd.edu/Student-Life/Activities-and-Involvement/Sorority-and-Fraternity-Life,https://www.usd.edu/Student-Life/Activities-and-Involvement/Sorority-and-Fraternity-Life
Iowa State University,Iowa State University SNU frat,https://sfe.dso.iastate.edu/fraternities,https://sfe.dso.iastate.edu/fraternities,https://sfe.dso.iastate.edu/fraternities
Tufts University,Tufts University SNU frat,https://students.tufts.edu/fraternity-sorority-life/resources/fsl-organizations,https://students.tufts.edu/fraternity-sorority-life/resources/fsl-organizations,https://students.tufts.edu/fraternity-sorority-life/resources/fsl-organizations
Kennesaw State University,Kennesaw State University SNU frat,https://www.kennesaw.edu/student-affairs/involvement/fraternity-sorority-life/index.php,https://www.kennesaw.edu/student-affairs/involvement/fraternity-sorority-life/index.php,https://www.kennesaw.edu/student-affairs/involvement/fraternity-sorority-life/index.php
Wittenberg University,Wittenberg University SNU frat,https://www.wittenberg.edu/student-life/fraternity-and-sorority,https://www.wittenberg.edu/student-life/fraternity-and-sorority,https://www.wittenberg.edu/student-life/fraternity-and-sorority
Kettering University,Kettering University SNU frat,https://www.kettering.edu/life-at-kettering/clubs-organizations/fraternity-and-sorority-life,https://www.kettering.edu/life-at-kettering/clubs-organizations/fraternity-and-sorority-life,https://www.kettering.edu/life-at-kettering/clubs-organizations/fraternity-and-sorority-life
Virginia Wesleyan University,Virginia Wesleyan University SNU frat,https://www.vwu.edu/campus-life/student-engagement/fraternity-and-sorority-life/,https://www.vwu.edu/campus-life/student-engagement/fraternity-and-sorority-life/,https://www.vwu.edu/campus-life/student-engagement/fraternity-and-sorority-life/
Kent State University at Ashtabula,Kent State University at Ashtabula SNU frat,https://www.kentstatefsl.com/,https://www.kentstatefsl.com/,https://www.greekrank.com/uni/28/fraternities/
New Mexico State University-Main Campus,New Mexico State University-Main Campus SNU frat,https://studentlife.nmsu.edu/fsl/index.html,https://studentlife.nmsu.edu/fsl/index.html,https://www.greekrank.com/uni/233/fraternities/
Johns Hopkins University,Johns Hopkins University SNU frat,https://studentaffairs.jhu.edu/leed/fraternity-and-sorority-life/,https://studentaffairs.jhu.edu/leed/fraternity-and-sorority-life/,https://studentaffairs.jhu.edu/leed/fraternity-and-sorority-life/
California Polytechnic State University-San Luis Obispo,California Polytechnic State University-San Luis Obispo SNU frat,https://greeklife.calpoly.edu/,https://greeklife.calpoly.edu/,https://www.greekrank.com/uni/201/fraternity/SNU-Sigma-Nu/92/rating/
Northwestern University,Northwestern University SNU frat,https://www.northwestern.edu/fsl/councils/interfraternity-council/sigma-nu-fraternity.html,https://www.northwestern.edu/fsl/councils/interfraternity-council/sigma-nu-fraternity.html,https://www.northwestern.edu/fsl/councils/interfraternity-council/sigma-nu-fraternity.html
University of Arkansas,University of Arkansas SNU frat,https://uagreeks.uark.edu/interfraternity-council/sigma-nu.php,https://uagreeks.uark.edu/interfraternity-council/sigma-nu.php,https://www.greekrank.com/uni/131/fraternity/SNU-Sigma-Nu/92/rating/
University of Southern California,University of Southern California SNU frat,https://www.greekrank.com/uni/49/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/49/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/49/fraternity/SNU-Sigma-Nu/92/rating/
University of California-San Diego,University of California-San Diego SNU frat,https://getinvolved.ucsd.edu/sfl/index.html,https://getinvolved.ucsd.edu/sfl/index.html,https://www.greekrank.com/uni/324/fraternity/SNU-Sigma-Nu/92/rating/
Georgia State University,Georgia State University SNU frat,https://gsusigmanu.com/index.php?id=about,https://www.greekrank.com/uni/189/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/189/fraternity/SNU-Sigma-Nu/92/rating/
Northern Illinois University,Northern Illinois University SNU frat,https://www.greekrank.com/uni/244/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/244/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/244/fraternity/SNU-Sigma-Nu/92/rating/
Texas State University,Texas State University SNU frat,https://www.greekrank.com/uni/450/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/450/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/450/fraternity/SNU-Sigma-Nu/92/rating/
Temple University,Temple University SNU frat,https://studentaffairs.temple.edu/engage/fraternity-sorority-life,https://studentaffairs.temple.edu/engage/fraternity-sorority-life,https://studentaffairs.temple.edu/engage/fraternity-sorority-life
Oklahoma State University-Oklahoma City,Oklahoma State University-Oklahoma City SNU frat,https://campuslife.okstate.edu/fraternity-sorority-affairs/,https://campuslife.okstate.edu/fraternity-sorority-affairs/,https://campuslife.okstate.edu/fraternity-sorority-affairs/
Missouri Valley College,Missouri Valley College SNU frat,https://mvcdelta.com/2025/03/21/students-potentially-bring-back-sigma-nu-fraternity/,https://mvcdelta.com/2025/03/21/students-potentially-bring-back-sigma-nu-fraternity/,https://mvcdelta.com/2025/03/21/students-potentially-bring-back-sigma-nu-fraternity/
Case Western Reserve University,Case Western Reserve University SNU frat,https://www.greekrank.com/uni/120/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/120/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/120/fraternity/SNU-Sigma-Nu/92/rating/
Massachusetts Institute of Technology,Massachusetts Institute of Technology SNU frat,https://www.greekrank.com/uni/225/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/225/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/225/fraternity/SNU-Sigma-Nu/92/rating/
Michigan State University,Michigan State University SNU frat,https://www.greekrank.com/uni/70/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/70/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/70/fraternity/SNU-Sigma-Nu/92/rating/
Rhodes College,Rhodes College SNU frat,https://www.greekrank.com/uni/100/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/100/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/100/fraternity/SNU-Sigma-Nu/92/rating/
Indiana University of Pennsylvania-Main Campus,Indiana University of Pennsylvania-Main Campus SNU frat,https://www.iup.edu/studentlife/greeklife/index.html,https://www.iup.edu/studentlife/greeklife/index.html,https://www.greekrank.com/uni/274/fraternities/
East Carolina University,East Carolina University SNU frat,https://fsl.ecu.edu/,https://fsl.ecu.edu/,https://www.greekrank.com/uni/153/fraternity/SNU-Sigma-Nu/92/rating/
West Virginia University,West Virginia University SNU frat,https://www.greekrank.com/uni/114/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/114/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/114/fraternity/SNU-Sigma-Nu/92/rating/
Marshall University,Marshall University SNU frat,https://www.marshall.edu/student-affairs/student-involvement/,https://www.greekrank.com/uni/317/fraternities/,https://www.greekrank.com/uni/317/fraternities/
San Diego State University,San Diego State University SNU frat,https://en.wikipedia.org/wiki/List_of_San_Diego_State_University_fraternities_and_sororities,https://en.wikipedia.org/wiki/List_of_San_Diego_State_University_fraternities_and_sororities,https://en.wikipedia.org/wiki/List_of_San_Diego_State_University_fraternities_and_sororities
California State University-Northridge,California State University-Northridge SNU frat,https://www.csun.edu/mic/fraternity-sorority,https://www.csun.edu/mic/fraternity-sorority,https://www.csun.edu/mic/fraternity-sorority
University of the District of Columbia,University of the District of Columbia SNU frat,https://www.udc.edu/students/greek-life,https://www.sigmanu.org/,https://www.sigmanu.org/
Eastern Kentucky University,Eastern Kentucky University SNU frat,https://www.greekrank.com/uni/55/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/55/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/55/fraternity/SNU-Sigma-Nu/92/rating/
Southern Illinois University-Carbondale,Southern Illinois University-Carbondale SNU frat,https://fsl.siu.edu/,https://fsl.siu.edu/,https://www.greekrank.com/uni/409/fraternities/
Murray State University,Murray State University SNU frat,https://www.greekrank.com/uni/231/fraternities/,https://www.greekrank.com/uni/231/fraternities/,https://www.greekrank.com/uni/231/fraternities/
Northern Arizona University,Northern Arizona University SNU frat,https://www.greekrank.com/uni/243/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/243/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/243/fraternity/SNU-Sigma-Nu/92/rating/
Upper Iowa University,Upper Iowa University SNU frat,https://www.greekrank.com/uni/277/topic/3968152/real-frat-rankings-heading-into-2025/,https://www.greekrank.com/uni/277/topic/3968152/real-frat-rankings-heading-into-2025/,https://www.greekrank.com/uni/277/topic/3968152/real-frat-rankings-heading-into-2025/
University of Utah,University of Utah SNU frat,https://attheu.utah.edu/students/university-of-utah-terminates-sigma-nu-fraternity-chapter-recognition/,https://attheu.utah.edu/students/university-of-utah-terminates-sigma-nu-fraternity-chapter-recognition/,https://attheu.utah.edu/students/university-of-utah-terminates-sigma-nu-fraternity-chapter-recognition/
University of Akron Main Campus,University of Akron Main Campus SNU frat,https://www.uakron.edu/studentlife/involvement/fraternityandsororitylife/ifc/,https://www.uakron.edu/studentlife/involvement/fraternityandsororitylife/ifc/,https://www.uakron.edu/studentlife/involvement/fraternityandsororitylife/ifc/
University of Chicago,University of Chicago SNU frat,https://www.greekrank.com/uni/332/fraternities/,https://www.greekrank.com/uni/332/fraternities/,https://www.greekrank.com/uni/332/fraternities/
Weber State University,Weber State University SNU frat,https://www.weber.edu/fsl,https://www.weber.edu/fsl,https://thesignpostwsu.com/85746/news/clubsorganizations/students-make-connections-through-greek-life-at-wsu/
New York University,New York University SNU frat,https://meet.nyu.edu/life/communities-and-clubs/brotherhood-in-the-city-fraternity-life-at-nyu/,https://meet.nyu.edu/life/communities-and-clubs/brotherhood-in-the-city-fraternity-life-at-nyu/,https://meet.nyu.edu/life/communities-and-clubs/brotherhood-in-the-city-fraternity-life-at-nyu/
Syracuse University,Syracuse University SNU frat,https://experience.syracuse.edu/greek-life,https://experience.syracuse.edu/greek-life,https://www.syracuse.edu/campus-life/highlights/greek-life/
University of Tulsa,University of Tulsa SNU frat,https://utulsa.edu/student-life/sorority-fraternity/,https://utulsa.edu/student-life/sorority-fraternity/,https://utulsa.edu/student-life/sorority-fraternity/
Missouri Southern State University,Missouri Southern State University SNU frat,https://www.mssu.edu/student-affairs/student-life/student-activities/greek-life-welcome.php,https://www.greekrank.com/uni/835/fraternities/,https://www.greekrank.com/uni/835/fraternities/
East Tennessee State University,East Tennessee State University SNU frat,https://www.etsu.edu/students/sao/fsl/,https://www.etsu.edu/students/sao/fsl/,https://www.greekrank.com/uni/155/fraternities/
Stevens Institute of Technology,Stevens Institute of Technology SNU frat,https://www.greekrank.com/uni/427/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/427/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/427/fraternity/SNU-Sigma-Nu/92/rating/
Illinois State University,Illinois State University SNU frat,https://www.greekrank.com/uni/270/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/270/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/270/fraternity/SNU-Sigma-Nu/92/rating/
Coe College,Coe College SNU frat,https://www.coe.edu/student-life/clubs-organizations/greek-life,https://www.coe.edu/student-life/clubs-organizations/greek-life,https://www.greekrank.com/uni/215/fraternity/SNU-Sigma-Nu/92/rating/rating-688135/
Rochester Institute of Technology,Rochester Institute of Technology SNU frat,https://www.rit.edu/campuslife/fraternity-and-sorority-life,https://www.rit.edu/campuslife/fraternity-and-sorority-life,https://www.rit.edu/campuslife/fraternity-and-sorority-life
Columbus State University,Columbus State University SNU frat,https://www.columbusstate.edu/student-life/greeks/,https://www.columbusstate.edu/student-life/greeks/,https://www.greekrank.com/uni/135/fraternity/SNU-Sigma-Nu/92/rating/page-2/
Lafayette College,Lafayette College SNU frat,https://greeklife.lafayette.edu/fraternity-and-sorority-values/,https://greeklife.lafayette.edu/fraternity-and-sorority-values/,https://greeklife.lafayette.edu/fraternity-and-sorority-values/
University of Central Florida,University of Central Florida SNU frat,https://www.greekrank.com/uni/68/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/68/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/68/fraternity/SNU-Sigma-Nu/92/rating/
University of Virginia's College at Wise,University of Virginia's College at Wise SNU frat,https://www.uvawise.edu/college-life/clubs-organizations/clubs-organizations-directory,https://www.greekrank.com/uni/466/fraternities/,https://www.greekrank.com/uni/466/fraternities/
University of Minnesota-Twin Cities,University of Minnesota-Twin Cities SNU frat,https://umnsigmanu.org/,https://www.greekrank.com/uni/75/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/75/fraternity/SNU-Sigma-Nu/92/rating/
Thomas Jefferson University,Thomas Jefferson University SNU frat,https://mupi269.wixsite.com/sigmanumupi,https://www.instagram.com/sigmanujefferson/,https://www.instagram.com/sigmanujefferson/
The University of Texas at San Antonio,The University of Texas at San Antonio SNU frat,https://www.utsa.edu/students/getinvolved/SSO/fslife/,https://www.utsa.edu/students/getinvolved/SSO/fslife/,https://www.greekrank.com/uni/369/fraternities/
Utah State University,Utah State University SNU frat,https://www.usu.edu/today/story/usu-ending-sigma-nu-relationship,https://www.fox13now.com/news/local-news/northern-utah/heres-what-the-university-of-utah-found-to-shut-down-fraternity-strip-club-visit-death-videos-more-hazing,https://www.fox13now.com/news/local-news/northern-utah/heres-what-the-university-of-utah-found-to-shut-down-fraternity-strip-club-visit-death-videos-more-hazing
Simpson College,Simpson College SNU frat,https://simpson.edu/life-at-simpson/ways-to-get-involved/clubs-organizations/student-clubs-and-organizations/,https://www.greekrank.com/uni/582/fraternities/byname/,https://www.greekrank.com/uni/582/fraternities/byname/
Eastern Illinois University,Eastern Illinois University SNU frat,https://www.greekrank.com/uni/116/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/116/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/116/fraternity/SNU-Sigma-Nu/92/rating/
Ohio State University-Newark Campus,Ohio State University-Newark Campus SNU frat,https://activities.osu.edu/involvement/get_involved_guide/gig_sfl,https://activities.osu.edu/involvement/get_involved_guide/gig_sfl,https://sfl.osu.edu/about_us/chapters
University of Nevada-Reno,University of Nevada-Reno SNU frat,https://www.greekrank.com/uni/347/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/347/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/347/fraternity/SNU-Sigma-Nu/92/rating/
Berea College,Berea College SNU frat,https://www.tapsbuz.com/berea-ohio-bans-fraternity-houses-a-shift-in-campus-culture-and-community-relations/,https://www.tapsbuz.com/berea-ohio-bans-fraternity-houses-a-shift-in-campus-culture-and-community-relations/,https://www.tapsbuz.com/berea-ohio-bans-fraternity-houses-a-shift-in-campus-culture-and-community-relations/
University of South Alabama,University of South Alabama SNU frat,https://www.southalabama.edu/departments/fsl/,https://www.southalabama.edu/departments/fsl/,https://www.greekrank.com/uni/110/fraternities/
Drake University,Drake University SNU frat,https://www.drake.edu/life/clubsorganizations/fraternitysororitylife/,https://www.drake.edu/life/clubsorganizations/fraternitysororitylife/,https://www.drake.edu/life/clubsorganizations/fraternitysororitylife/
Rollins College,Rollins College SNU frat,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/
Louisiana State University-Alexandria,Louisiana State University-Alexandria SNU frat,https://www.lsu.edu/greeks/scorecard/sigma-nu.php,https://www.greekrank.com/uni/80/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/80/fraternity/SNU-Sigma-Nu/92/rating/
California State University-Los Angeles,California State University-Los Angeles SNU frat,https://www.greekrank.com/uni/203/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/203/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/203/fraternity/SNU-Sigma-Nu/92/rating/
Old Dominion University,Old Dominion University SNU frat,https://www.greekrank.com/uni/254/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/254/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/254/fraternity/SNU-Sigma-Nu/92/rating/
Virginia Military Institute,Virginia Military Institute SNU frat,https://www.sigmanu.org/,https://www.sigmanu.org/,https://www.sigmanu.org/about-us/general-information
University of Maryland-College Park,University of Maryland-College Park SNU frat,https://www.greekrank.com/uni/57/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/57/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/57/fraternity/SNU-Sigma-Nu/92/rating/
James Madison University,James Madison University SNU frat,https://www.greekrank.com/uni/121/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/121/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/121/fraternity/SNU-Sigma-Nu/92/rating/
Polk State College,Polk State College SNU frat,,,
Idaho State University,Idaho State University SNU frat,https://www.greekrank.com/uni/269/fraternities/,https://www.greekrank.com/uni/269/fraternities/,https://www.greekrank.com/uni/269/fraternities/
Vincennes University,Vincennes University SNU frat,https://www.greekrank.com/uni/372/fraternities/,https://www.greekrank.com/uni/372/fraternities/,https://www.greekrank.com/uni/372/fraternities/
University of Pennsylvania,University of Pennsylvania SNU frat,https://www.greekrank.com/uni/76/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/76/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/76/fraternity/SNU-Sigma-Nu/92/rating/
University of Southern Maine,University of Southern Maine SNU frat,https://www.greekrank.com/uni/809/fraternities/,https://www.greekrank.com/uni/809/fraternities/,https://www.greekrank.com/uni/809/fraternities/
Western Michigan University,Western Michigan University SNU frat,https://wmich.edu/studentengagement/greek,https://wmich.edu/studentengagement/greek,http://www.ifcwmu.org/home.html
Jacksonville State University,Jacksonville State University SNU frat,https://www.jsusigmanu.org/,https://www.greekrank.com/uni/278/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/278/fraternity/SNU-Sigma-Nu/92/rating/
Colorado School of Mines,Colorado School of Mines SNU frat,https://www.mines.edu/greek-life/,https://www.mines.edu/greek-life/,https://www.greekrank.com/uni/556/fraternity/SNU-Sigma-Nu/92/rating/
University of Nebraska at Omaha,University of Nebraska at Omaha SNU frat,https://www.greekrank.com/uni/559/fraternities/,https://www.greekrank.com/uni/559/fraternities/,https://www.greekrank.com/uni/559/fraternities/
George Mason University,George Mason University SNU frat,https://si.gmu.edu/fsl/,https://si.gmu.edu/fsl/,https://www.gmu.edu/student-life/clubs-and-organizations
University of California-Irvine,University of California-Irvine SNU frat,https://www.greekrank.com/uni/319/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/319/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/319/fraternity/SNU-Sigma-Nu/92/rating/
University of Vermont,University of Vermont SNU frat,https://www.uvm.edu/studentlife/fraternity-and-sorority-life-fsl,https://www.uvm.edu/studentlife/fraternity-and-sorority-life-fsl,https://www.uvm.edu/studentlife/fraternity-and-sorority-life-fsl
University of Lynchburg,University of Lynchburg SNU frat,https://en.wikipedia.org/wiki/Sigma_Nu,https://www.schoolandcollegelistings.com/US/Lynchburg/290397984367051/Sigma-Nu-at-The-University-of-Lynchburg,https://www.lynchburg.edu/student-life/student-activities/
University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign SNU frat,https://www.fsaffairs.illinois.edu/organizations/fraternities/SigmaNu,https://www.fsaffairs.illinois.edu/organizations/fraternities/SigmaNu,https://www.fsaffairs.illinois.edu/organizations/fraternities/SigmaNu
Jacksonville University,Jacksonville University SNU frat,https://www.ju.edu/campuslife/studentactivities/fraternity-sorority-life.php,https://www.ju.edu/campuslife/studentactivities/fraternity-sorority-life.php,https://www.ju.edu/campuslife/studentactivities/fraternity-sorority-life.php
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology SNU frat,https://www.greekrank.com/uni/293/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/293/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/293/fraternity/SNU-Sigma-Nu/92/rating/
University of Alabama at Birmingham,University of Alabama at Birmingham SNU frat,https://www.uab.edu/studentaffairs/news/departments/fraternity-sorority-life,https://www.uab.edu/studentaffairs/news/departments/fraternity-sorority-life,https://www.uab.edu/studentaffairs/news/departments/fraternity-sorority-life
Longwood University,Longwood University SNU frat,https://www.longwood.edu/greek/,https://www.longwood.edu/greek/,https://lancerlink.longwood.edu/organization/sigma-nu
Binghamton University,Binghamton University SNU frat,https://www.binghamton.edu/organizations/fraternity-and-sorority-life/index.html,https://www.binghamton.edu/organizations/fraternity-and-sorority-life/index.html,https://www.binghamton.edu/organizations/fraternity-and-sorority-life/index.html
Brown University,Brown University SNU frat,https://www.greekrank.com/uni/192/fraternities/byname/,https://www.greekrank.com/uni/192/fraternities/byname/,https://www.greekrank.com/uni/192/fraternities/byname/
Colgate University,Colgate University SNU frat,https://www.colgate.edu/student-life/clubs-organizations/fraternities-and-sororities,https://www.colgate.edu/student-life/clubs-organizations/fraternities-and-sororities,https://www.colgate.edu/student-life/clubs-organizations/fraternities-and-sororities
Oregon State University,Oregon State University SNU frat,https://www.greekrank.com/uni/261/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/261/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/261/fraternity/SNU-Sigma-Nu/92/rating/
Creighton University,Creighton University SNU frat,https://www.creighton.edu/student-experience/clubs-organizations/fraternities-sororities,https://www.creighton.edu/student-experience/clubs-organizations/fraternities-sororities,https://www.creighton.edu/student-experience/clubs-organizations/fraternities-sororities
Nicholls State University,Nicholls State University SNU frat,https://www.nicholls.edu/greek/,https://www.greekrank.com/uni/616/fraternities/,https://www.greekrank.com/uni/616/fraternities/
DePauw University,DePauw University SNU frat,https://www.depauw.edu/campus-life/greek-life/greek/councilschapters/depauwchapters/sigmanu/,https://www.greekrank.com/uni/42/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/42/fraternity/SNU-Sigma-Nu/92/rating/
Stanford University,Stanford University SNU frat,https://fsl.stanford.edu/our-community/interfraternity-council/sigma-nu,https://fsl.stanford.edu/our-community/interfraternity-council/sigma-nu,https://stanfordsnu.com/
University of Nevada-Las Vegas,University of Nevada-Las Vegas SNU frat,https://www.unlv.edu/sia/fraternity-sorority,https://www.unlv.edu/sia/fraternity-sorority,https://www.unlv.edu/sia/fraternity-sorority
University of North Carolina Wilmington,University of North Carolina Wilmington SNU frat,https://uncw.edu/seahawk-life/get-involved/students/fraternities-sororities/,https://uncw.edu/seahawk-life/get-involved/students/fraternities-sororities/,https://uncw.edu/seahawk-life/get-involved/students/fraternities-sororities/
University of Mississippi,University of Mississippi SNU frat,https://www.greekrank.com/uni/72/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/72/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/72/fraternity/SNU-Sigma-Nu/92/rating/
University of Mount Union,University of Mount Union SNU frat,https://www.mountunion.edu/campus-life/student-involvement/fraternity-and-sorority-life/fraternity-life,https://www.mountunion.edu/campus-life/student-involvement/fraternity-and-sorority-life/fraternity-life,https://www.mountunion.edu/campus-life/student-involvement/fraternity-and-sorority-life/fraternity-life
Central State University,Central State University SNU frat,https://www.centralstate.edu/student-services-get-involved/greek-life,https://www.greekrank.com/uni/541/fraternities/,https://www.greekrank.com/uni/541/fraternities/
Lincoln University,Lincoln University SNU frat,https://www.lincoln.edu/student-life/clubs-and-organizations/greek-and-social-fellowships.html,https://greek.unl.edu/sigma-nu/,https://en.wikipedia.org/wiki/Sigma_Nu
Carnegie Mellon University,Carnegie Mellon University SNU frat,https://www.greekrank.com/uni/204/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/204/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/204/fraternity/SNU-Sigma-Nu/92/rating/
University of Rochester,University of Rochester SNU frat,https://www.rochester.edu/college/fsa/,https://www.rochester.edu/college/fsa/,https://www.greekrank.com/uni/352/fraternity/SNU-Sigma-Nu/92/rating/
Seton Hall University,Seton Hall University SNU frat,https://www.shu.edu/fraternity-and-sorority-life/,https://www.shu.edu/fraternity-and-sorority-life/,https://www.shu.edu/fraternity-and-sorority-life/
Lamar University,Lamar University SNU frat,https://www.lamar.edu/students/student-affairs/greek-life/index.html,https://www.lamar.edu/students/student-affairs/greek-life/index.html,https://www.greekrank.com/uni/299/fraternity/SNU-Sigma-Nu/92/rating/
Wofford College,Wofford College SNU frat,https://www.wofford.edu/student-experiences/student-involvement/getting-involved/fraternities-sororities/who-are-we/chapters/sigma-nu,https://www.wofford.edu/student-experiences/student-involvement/getting-involved/fraternities-sororities/who-are-we/chapters/sigma-nu,https://www.greekrank.com/uni/422/fraternity/SNU-Sigma-Nu/92/rating/
Arizona State University Campus Immersion,Arizona State University Campus Immersion SNU frat,https://eoss.asu.edu/fsl,https://eoss.asu.edu/fsl,https://asu.campuslabs.com/engage/organization/fsl
Bowling Green State University-Firelands,Bowling Green State University-Firelands SNU frat,https://www.bgsu.edu/students/fraternity-and-sorority-life.html,https://www.bgsu.edu/students/fraternity-and-sorority-life.html,https://www.bgsu.edu/students/fraternity-and-sorority-life.html
University of Alabama in Huntsville,University of Alabama in Huntsville SNU frat,https://www.greekrank.com/uni/576/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/576/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/576/fraternity/SNU-Sigma-Nu/92/rating/
Valdosta State University,Valdosta State University SNU frat,https://www.greekrank.com/uni/474/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/474/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/474/fraternity/SNU-Sigma-Nu/92/rating/
University of New Hampshire-Main Campus,University of New Hampshire-Main Campus SNU frat,https://www.greekrank.com/uni/348/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/348/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/348/fraternity/SNU-Sigma-Nu/92/rating/
Winthrop University,Winthrop University SNU frat,https://www.winthrop.edu/greeklife/,https://www.winthrop.edu/greeklife/,https://www.greekrank.com/uni/396/fraternities/
